MC_Sample,Year1_State,Year2_State,Year3_State,Year4_State
95,2019,2009,2003,2006
96,1999,2003,2004,2018
97,2005,2012,2021,2003
98,2017,2012,2020,2021
99,1999,2011,2023,2001
0,1999,2023,2003,2015
1,1999,1999,2007,2001
2,2003,2005,2022,2017
3,2018,2012,2010,2020
4,1998,1999,2006,2021
5,2006,2012,2008,2022
6,2020,2007,2020,2002
7,2003,2006,2003,2019
8,2017,2007,2005,2004
9,1999,2003,2017,2006
10,1998,2007,2019,2009
11,2003,2001,2023,1999
12,2003,2009,1998,2008
13,2000,2006,2009,2014
14,2000,2005,2019,2012
15,2006,2010,2003,2007
16,2019,2004,2007,2021
17,2002,2018,2012,2003
18,1998,2009,2003,1999
19,2003,2006,2003,2001
20,2003,2000,1999,2017
21,2013,2021,2004,2012
22,2006,2009,2020,2012
23,2010,1998,1999,2003
24,2018,2006,2012,2006
25,2010,2012,2005,2002
26,2017,1998,2011,2014
27,2018,1999,2000,2015
28,1998,2023,2004,2011
29,1999,2019,2017,2001
30,2007,2021,2011,2004
31,2019,2003,2003,2004
32,2004,2012,2008,2005
33,1999,2003,2003,2011
34,1998,2007,2001,2014
35,2006,2011,2021,2017
36,1998,2006,2008,2019
37,2002,1999,2003,2007
38,2000,2006,2010,2007
39,2005,2015,2009,2009
40,2006,2012,2019,2012
41,1998,2008,2003,2010
42,1999,1999,2012,2014
43,2018,2003,2003,2012
44,2020,1999,2005,2010
45,2023,2007,2023,2014
46,1999,2010,1999,2022
47,2003,2022,1999,2007
48,2005,2004,2006,2023
49,2022,1999,2004,1999
50,2005,2018,2021,2003
51,1998,2015,2008,2007
52,2023,2023,2008,2021
53,2011,2012,2017,1999
54,1998,2019,2003,2005
55,2003,2021,2008,2018
56,2023,2003,2005,2018
57,2011,2001,2012,2012
58,2003,2023,1999,2009
59,2023,1998,2014,2012
60,1998,2003,2009,2003
61,2006,2009,2004,2010
62,2006,1999,1999,2003
63,2009,2015,2004,2007
64,1999,2005,2010,2002
65,2023,1999,2008,2020
66,2004,2019,2001,2007
67,2019,2020,2020,2018
68,2021,2005,2006,2003
69,2005,2014,2010,2005
70,1999,2020,2006,2000
71,2003,1999,2015,2013
72,2006,2020,2022,1999
73,1999,2014,2023,2003
74,2000,2006,2001,2006
75,2023,2018,2013,2009
76,2003,2011,2003,2015
77,2006,2007,2005,2003
78,2003,2018,2004,2022
79,2005,2006,2008,2021
80,2019,2004,1999,2012
81,2005,2008,2004,2010
82,2007,2005,2018,1998
83,2006,2007,2007,2014
84,2006,1998,2019,2015
85,2005,2019,2007,2015
86,2006,2015,2001,1999
87,2003,2012,2019,2012
88,2011,2004,2008,2007
89,1998,2017,2006,2008
90,2004,1999,2007,1999
91,2004,2012,2003,1999
92,2017,2000,2007,2004
93,2004,2007,2018,2005
94,2015,2010,2007,2008
95,2011,2000,2001,2023
96,2019,2012,2012,2010
97,1999,2012,2014,2019
98,2017,2012,2003,2009
99,1999,2023,2011,2001
0,2007,2012,2003,2012
1,2018,2005,2005,2009
2,2000,2010,2012,2017
3,2009,2007,2021,2018
4,2018,2006,1998,2001
5,2009,2019,1999,2011
6,2021,2001,2001,2019
7,2015,2006,2005,1999
8,2010,2015,2015,2020
9,2007,2003,2003,2006
10,2022,2019,2017,2019
11,2007,2000,2011,2003
12,2020,2014,2011,2003
13,2020,1998,1999,2009
14,2012,2004,2019,2001
15,2003,2015,2007,2003
16,2012,2014,2012,2014
17,2014,2004,2021,2003
18,2004,2008,1999,1998
19,2009,2017,2023,2004
20,2007,2003,2019,2017
21,2014,2021,2023,2000
22,2003,2006,2021,2021
23,2007,2005,2003,2008
24,2021,2009,2022,1999
25,2008,2010,2020,2014
26,2017,1999,2011,2020
27,2001,2018,2012,2010
28,2003,2003,2006,2018
29,2018,2006,1998,2003
30,2014,2014,1999,2007
31,2022,2008,2019,2021
32,2014,2003,2018,2011
33,2012,2006,2007,2011
34,2003,2019,2007,2008
35,2004,2004,2010,2019
36,1998,2006,2018,2023
37,2021,2012,2020,2018
38,2014,1999,2018,2020
39,2002,2021,2015,2020
40,1999,2005,2023,2004
41,1998,2014,2010,2022
42,2012,2012,2023,2005
43,2007,2004,2004,2019
44,2014,2010,2012,1999
45,2002,2001,2019,2021
46,2008,1999,2007,2014
47,2007,2022,2011,2014
48,2012,2007,1999,2005
49,2012,1999,2004,2019
50,2007,1999,2020,1998
51,2002,2007,2010,2004
52,2018,2010,2014,2001
53,2009,2019,2011,1998
54,1999,2019,2019,2003
55,2018,1999,2014,2007
56,2004,2017,2003,2014
57,2018,2003,2007,2007
58,2007,2010,2020,2006
59,2003,2003,2003,2015
60,2019,2019,2020,1999
61,2000,1999,2023,2010
62,2018,1999,1999,1999
63,2021,2012,2023,2004
64,2007,2003,2012,2004
65,2018,2007,2008,2001
66,2000,2019,2007,2012
67,2004,2019,2018,2003
68,2021,2007,2017,2019
69,2003,2014,2018,2000
70,2003,2014,2006,2010
71,2012,2022,2020,2004
72,2005,2008,2007,1999
73,2000,1999,2003,2010
74,2016,2017,2020,2006
75,2004,1998,2011,2001
76,2007,2018,1999,2001
77,2019,2014,2002,2010
78,2012,2014,2005,2010
79,2012,2017,2007,2007
80,2007,2003,2020,2004
81,2021,2018,2019,2003
82,2021,1999,2015,2017
83,2003,2007,2012,2014
84,2010,2022,2002,2018
85,2008,1999,2018,2021
86,2003,2010,2000,2004
87,2008,2003,2012,2003
88,2022,2007,2000,2003
89,2012,2017,2017,2018
90,2021,2018,2012,2003
91,2007,2012,2012,1999
92,2000,2011,2003,1999
93,2007,2021,2004,1999
94,2012,2005,2009,2007
95,2000,2010,2007,2006
96,2009,1999,1999,2008
97,2020,2003,2001,2006
98,2005,2019,2003,2009
99,2018,2005,2005,2016
0,2007,2012,1999,2012
1,2015,2007,2003,2018
2,2020,2003,2014,2010
3,2007,2023,2020,1999
4,2006,2006,2000,2001
5,2006,1999,2003,1999
6,2021,2020,2007,2011
7,2008,2006,2003,2019
8,1999,2007,2007,2022
9,2012,1999,2017,2006
10,1999,1999,2023,2019
11,2020,2010,2023,2003
12,2007,2022,2005,2005
13,2020,1999,2004,2001
14,2000,2003,2023,2012
15,1999,2004,2003,2007
16,2013,2014,2002,2014
17,2007,2012,2008,2000
18,2018,2015,1999,1999
19,1999,2003,2003,2007
20,2010,2000,2004,2017
21,2014,2021,2003,2012
22,1998,2023,2014,2015
23,2001,2012,2012,2015
24,2021,2003,2018,2023
25,2018,2007,2018,2012
26,2017,2019,2019,2007
27,2014,1999,2004,2015
28,2004,2009,1998,2007
29,2018,2000,2019,2019
30,2021,2008,1999,2004
31,2022,2001,2019,2014
32,2014,1999,2001,2003
33,2007,2006,2008,2011
34,2023,2007,2004,2022
35,2004,2005,2018,2011
36,2004,2000,2003,2011
37,2001,2004,2010,1999
38,2012,2017,2019,2005
39,2003,2014,2012,2018
40,2003,2012,2019,2007
41,2011,2014,2010,2012
42,1999,2003,2018,2015
43,2004,1999,1999,2018
44,2014,2010,2018,2003
45,2011,2005,2019,2021
46,2009,2004,2018,2020
47,2022,2014,2018,2004
48,2012,2000,2006,2005
49,2015,1999,2007,2019
50,2022,2023,2003,2003
51,2010,2018,2005,2003
52,2010,2016,2014,2021
53,2018,2019,1998,2006
54,2002,2019,1999,2003
55,1999,2021,2014,2002
56,2000,2017,2005,2014
57,2000,2012,2018,2004
58,2000,1999,2000,1999
59,2003,2003,2003,2015
60,2003,2023,2004,2019
61,2006,2007,2019,1999
62,2006,1999,2019,1999
63,2021,2004,1999,2007
64,1999,2003,2012,2010
65,2006,2003,2001,2020
66,2012,2004,2022,2018
67,1999,2007,2003,2011
68,2001,1999,2017,2019
69,2003,2008,2010,2004
70,1999,2012,2017,2000
71,2005,2005,2009,1999
72,2000,2000,2003,2001
73,2012,2007,2009,2019
74,2012,2017,2014,1999
75,1999,2011,2005,2004
76,2002,2004,1999,2021
77,2010,2003,1998,2005
78,2018,2001,2001,2001
79,2000,2017,2001,2021
80,2009,2011,2009,2015
81,2015,2004,2023,2019
82,2014,2005,2015,2017
83,2011,2007,2018,2014
84,2020,2020,2007,2018
85,2002,2019,2000,2021
86,2017,2012,2018,1998
87,2012,1998,2012,2019
88,2009,2001,2004,1999
89,2003,2006,2006,2020
90,2014,2001,2003,2006
91,2020,2014,1999,2018
92,2003,2019,2003,1999
93,2008,2014,2001,2007
94,2014,2012,2003,2014
95,2019,2018,2005,2006
96,2022,2020,2020,2014
97,2020,2003,2020,2006
98,2006,2003,2004,2014
99,2018,2023,2003,2018
